college,year,ethnic_importance,ethnic_cat,num_firstyears,num_allstudents
Wesleyan,2013,important,two_or_more,45,168
Wesleyan,2013,important,unknown,60,230
Wesleyan,2013,important,total,741,2888
Wesleyan,2014,important,international,67,248
Wesleyan,2014,important,hispanic,65,286
Wesleyan,2014,important,black,58,205
Wesleyan,2014,important,white,431,1549
Wesleyan,2014,important,native_am_al,0,2
Wesleyan,2014,important,asian,73,252
Wesleyan,2014,important,hawaiian_pac_isl,1,4
Wesleyan,2014,important,two_or_more,40,165
Wesleyan,2014,important,unknown,15,196
Wesleyan,2014,important,total,750,2907
Wesleyan,2015,important,international,77,254
Wesleyan,2015,important,hispanic,91,303
Wesleyan,2015,important,black,56,198
Wesleyan,2015,important,white,398,1508
Wesleyan,2015,important,native_am_al,0,1
Wesleyan,2015,important,asian,59,236
Wesleyan,2015,important,hawaiian_pac_isl,0,3
Wesleyan,2015,important,two_or_more,49,165
Wesleyan,2015,important,unknown,27,151
Wesleyan,2015,important,total,757,2819
Williams,2005,considered,international,32,116
Williams,2005,considered,black_nonhispanic,46,84
Williams,2005,considered,native_am_al,3,5
Williams,2005,considered,asian_pac_isl,55,183
Williams,2005,considered,hispanic,57,176
Williams,2005,considered,white_nonhispanic,343,1306
Williams,2005,considered,unknown,0,0
Williams,2005,considered,total,536,1970
Williams,2006,considered,international,38,126
Williams,2006,considered,black_nonhispanic,52,191
Williams,2006,considered,native_am_al,1,6
Williams,2006,considered,asian_pac_isl,59,207
Williams,2006,considered,hispanic,41,168
Williams,2006,considered,white_nonhispanic,343,1267
Williams,2006,considered,unknown,0,0
Williams,2006,considered,total,534,1965
Williams,2007,considered,international,47,132
Williams,2007,considered,black_nonhispanic,50,193
Williams,2007,considered,native_am_al,2,7
Williams,2007,considered,asian_pac_isl,57,210
Williams,2007,considered,hispanic,48,170
Williams,2007,considered,white_nonhispanic,336,1250
Williams,2007,considered,unknown,0,0
Williams,2007,considered,total,540,1962
Williams,2008,considered,international,46,142
Williams,2008,considered,black_nonhispanic,57,192
Williams,2008,considered,native_am_al,4,11
Williams,2008,considered,asian_pac_isl,64,222
Williams,2008,considered,hispanic,53,185
Williams,2008,considered,white_nonhispanic,316,1218
Williams,2008,considered,unknown,0,0
Williams,2008,considered,total,540,1970
Williams,2009,considered,international,31,143
Williams,2009,considered,black_nonhispanic,56,204
Williams,2009,considered,native_am_al,1,9
Williams,2009,considered,asian_pac_isl,73,235
Williams,2009,considered,hispanic,56,198
Williams,2009,considered,white_nonhispanic,331,1243
Williams,2009,considered,unknown,0,0
Williams,2009,considered,total,548,2032
Williams,2010,considered,international,37,142
Williams,2010,considered,hispanic,54,205
Williams,2010,considered,black,44,150
Williams,2010,considered,white,324,1200
Williams,2010,considered,native_am_al,2,6
Williams,2010,considered,asian,60,212
Williams,2010,considered,hawaiian_pac_isl,0,0
Williams,2010,considered,two_or_more,27,79
Williams,2010,considered,unknown,0,0
Williams,2010,considered,total,548,1994
Williams,2011,important,international,38,142
Williams,2011,important,hispanic,64,213
Williams,2011,important,black,44,155
Williams,2011,important,white,306,1179
Williams,2011,important,native_am_al,0,3
Williams,2011,important,asian,57,214
Williams,2011,important,hawaiian_pac_isl,0,0
Williams,2011,important,two_or_more,37,104
Williams,2011,important,unknown,0,0
Williams,2011,important,total,546,2010
Williams,2012,important,international,31,129
Williams,2012,important,hispanic,78,233
Williams,2012,important,black,37,155
Williams,2012,important,white,309,1157
Williams,2012,important,native_am_al,3,6
Williams,2012,important,asian,58,21
Williams,2012,important,hawaiian_pac_isl,0,0
Williams,2012,important,two_or_more,31,110
Williams,2012,important,unknown,0,0
Williams,2012,important,total,547,2011
Williams,2013,important,international,37,137
Williams,2013,important,hispanic,69,248
Williams,2013,important,black,38,158
Williams,2013,important,white,302,1155
Williams,2013,important,native_am_al,1,6
Williams,2013,important,asian,56,216
Williams,2013,important,hawaiian_pac_isl,0,0
Williams,2013,important,two_or_more,41,125
Williams,2013,important,unknown,0,0
Williams,2013,important,total,544,2045
Williams,2014,important,international,49,144
Williams,2014,important,hispanic,69,243
Williams,2014,important,black,35,143
Williams,2014,important,white,286,1119
Williams,2014,important,native_am_al,0,2
Williams,2014,important,asian,67,220
Williams,2014,important,hawaiian_pac_isl,0,0
Williams,2014,important,two_or_more,40,143
Williams,2014,important,unknown,0,0
Williams,2014,important,total,546,2014
Williams,2015,important,international,46,161
Williams,2015,important,hispanic,67,261
Williams,2015,important,black,51,157
Williams,2015,important,white,283,1106
Williams,2015,important,native_am_al,1,4
Williams,2015,important,asian,76,243
Williams,2015,important,hawaiian_pac_isl,0,0
Williams,2015,important,two_or_more,27,133
Williams,2015,important,unknown,0,0
Williams,2015,important,total,551,2065
